spent,date,shown,link
Spent ₹0 – ₹250,From 14 Nov - 9 Dec 2023 (20 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12106166352356573185?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 2 Dec 2023 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12037773430574022657?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 11 Dec 2023 (22 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11948821840375316481?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 8 Dec 2023 (20 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11937562841306890241?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 6 Dec 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11792327250882330625?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 28 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11787570763580571649?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 2 Dec 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11718017857030717441?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 7 Dec 2023 (21 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11622310867390955521?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 23 Dec 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11406101801393455105?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 20 Dec 2023 (14 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10806038932488192001?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 3 Dec 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10663612594272600065?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 24 Dec 2023 (22 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10493038758385942529?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 29 Nov 2023 (5 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10392270716723527681?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 24 Dec 2023 (24 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10254347978135306241?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 7 Dec 2023 (18 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10149633789240803329?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 28 Dec 2023 (28 days),Shown 3K – 4K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10048266513741250561?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 24 Dec 2023 (39 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10043517723020886017?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 2 Dec 2023 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10016459841372946433?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 12 Dec 2023 (13 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09964991702076751873?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 25 Dec 2023 (20 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09846772211858276353?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 28 Nov 2023 (5 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09740374670661648385?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 30 Nov 2023 (5 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09731930421360328705?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 29 Nov 2023 (5 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09648613828253974529?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 30 Nov 2023 (5 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09478602942320738305?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 25 Dec 2023 (20 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09382648562564726785?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 29 Nov 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09311716868433641473?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 6 Dec 2023 (20 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09297327559760936961?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 1 Dec 2023 (8 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09165279511799922689?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 30 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09147546588267151361?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 28 Nov 2023 (5 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09016983980515262465?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 30 Nov 2023 (8 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09002094394051919873?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 19 Dec 2023 (34 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR08901010792552333313?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 29 Nov 2023 (5 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR08867239292905193473?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 27 Dec 2023 (31 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR08825294023817166849?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 17 Dec 2023 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR08738323753571713025?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 29 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR08429011341469024257?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 13 Dec 2023 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR08378035783382073345?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 27 Dec 2023 (36 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR08305128266855874561?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 25 Dec 2023 (31 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR07946247671549788161?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 30 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR07744393829364531201?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 25 Dec 2023 (30 days),Shown 3K – 4K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR07659106911421202433?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 22 Dec 2023 (20 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR07494444050045468673?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 29 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR07163429477433737217?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 14 Dec 2023 (27 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR07010624848963567617?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 24 Dec 2023 (33 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06875235385165742081?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 21 Dec 2023 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06717890873184485377?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 14 Dec 2023 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06698193122372878337?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 15 Dec 2023 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06658223675679965185?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 19 Dec 2023 (13 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06653157126099173377?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 3 Dec 2023 (8 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06648653526471802881?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 1 Dec 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06545070735042281473?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 3 Dec 2023 (11 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06378958717341138945?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 30 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06321579603534020609?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 29 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06299624555350589441?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 22 Dec 2023 (21 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06252894211658481665?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 2 Dec 2023 (9 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05901055988328300545?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 17 Dec 2023 (20 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05867800159634587649?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 2 Dec 2023 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05546637211207729153?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 4 Dec 2023 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05476831416983486465?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 21 Dec 2023 (14 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05057222595452076033?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 30 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04966559065648922625?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 28 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04868887248730324993?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 29 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04857867943196753921?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 18 Dec 2023 (12 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04748697433674874881?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
